taxon_name,resprouting_binomial,seeding_binomial,avg_maturity_primary,avg_maturity_secondary,bin_maturity_primary,min_maturity_primary,min_maturity_secondary
Eucalyptus sp. Montejinni Station (G.M.Chippendale 2171),TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus sp. Mornington Peninsula (K.Rule 210),NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. Mt Garnet (D.J.Carr+ 1672B),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Mulga Rock (K.D.Hill & L.A.S.Johnson KH 2668),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. North Balladonia (D.Nicolle & M.French DN 3620),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Queen Victoria Spring (D.Nicolle 524),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Southern wheatbelt (D.Nicolle & M.French DN 5507),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Sullivan Soak (D.Nicolle & M.French DN 5503),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. Truslove (M.I.H.Brooker 7499),TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Clarke_2015],TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus - unidentified; Nicholson_2017],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus aff. aequioperta; Schulze_2006_2],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus aff. aromaphloia (Brisbane Ranges); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. baxteri (Avoca); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. camphora (Upper Yarra); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. crenulata (Yering); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. cyanophylla (Antwerp); White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. goniocalyx (Wimmera); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. ignorabilis (Lerderderg); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. phenax (Jeparit); White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. sabulosa (Mt Zero); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus aff. verrucata (Mirranatwa); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus arenacea/baxteri; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus binacag; Nicolle_2006],FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus blakelyi -- dealbata; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus botryoides -- saligna; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus camaldulensis -- chloroclada; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus kingsmillii - Eucalyptus youngiana intergrade],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus microcarpa -- Eucalyptus odorata; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus orophila; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Adelaide (Nicolle 1364); Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Arnhem Land (Hill 3984)],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Battlecamp (Nicolle 1789); Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Cable Haul Road (Nicolle 6956 & French)],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Gympie subsp. Gympie; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Gympie subsp. Inland South Queensland; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Kitchener (Nicolle 6958 & French 6958); Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Melville Island; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Port Moresby (Darbyshire 601); Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Quobba (Nicolle 1179); Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. South Newdegate lakes (Nicolle & French 6021); Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. Warrumbungles; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. aromaphloia; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. camphora (Bunyip); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. cinerea; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. dumosa (Nhill); White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. globoidea (East Gippsland); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. odorata (Tarranginnie); White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [Eucalyptus sp. aff. stricta; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus sp. [putative Eucalyptus carnei x Eucalyptus salubris],FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus sparsa,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus sparsifolia,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus spathulata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus spathulata subsp. salina,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus spathulata subsp. spathulata,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus sphaerocarpa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus splendens,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus splendens subsp. splendens,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus sporadica,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus spreta,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus squamosa,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus staeri,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus staigeriana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus steedmanii,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus stellulata,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus stenostoma,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus stoatei,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus stowardii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus striaticalyx,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus stricklandii,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus stricta,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus strzeleckii,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus sturgissiana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus subangusta subsp. cerina,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus subangusta subsp. pusilla,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus subangusta subsp. subangusta,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus subangusta subsp. virescens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus subcrenulata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus subtilis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus suffulgens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus suggrandis subsp. promiscua,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus suggrandis subsp. suggrandis,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus sweedmaniana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus synandra,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus talyuberlup,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tardecidens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tasmaniensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus taurina,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus tectifica,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus tenella,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tenera,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus tenuipes,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tenuiramis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tenuis,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus tephroclada,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus terebra,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus tereticornis,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus tereticornis subsp. basaltica,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus tereticornis subsp. mediana,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus tereticornis subsp. tereticornis,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus terrica,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tetrapleura,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tetraptera,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tetrodonta,TRUE,TRUE,NA,NA,10--,NA,NA
Eucalyptus thamnoides,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tholiformis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus thozetiana,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus tindaliae,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus tintinnans,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus todtiana,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus torquata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus tortilis,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus transcontinentalis,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus tricarpa,TRUE,NA,NA,3,5--20,3,NA
Eucalyptus tricarpa subsp. decora,NA,NA,NA,NA,5--20,NA,NA
Eucalyptus tricarpa subsp. tricarpa,NA,NA,NA,NA,5--20,NA,NA
Eucalyptus triflora,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus trivalva,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus tumida,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus ultima,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus umbra,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus umbrawarrensis,TRUE,NA,NA,NA,10--,NA,NA
Eucalyptus uncinata,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus urna,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus urnigera,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus urophylla,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus utilis,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus valens,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus varia,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus vegrandis subsp. recondita,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus vegrandis subsp. vegrandis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus vernicosa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus verrucata,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus vesiculosa,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus vicina,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus victoriana,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus victrix,TRUE,FALSE,NA,NA,10--,NA,NA
Eucalyptus viminalis,TRUE,TRUE,NA,NA,5--20,5,3
Eucalyptus viminalis subsp. Viminalis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus viminalis subsp. cygnetensis,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus viminalis subsp. hentyensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus viminalis subsp. pryoriana,TRUE,FALSE,NA,NA,5--20,NA,NA
Eucalyptus viminalis subsp. siliceana,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus viminalis subsp. viminalis,NA,NA,NA,NA,5--20,NA,NA
Eucalyptus virella,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus virens,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus virginea,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus viridis,TRUE,TRUE,NA,NA,5--20,NA,NA
Eucalyptus vittata,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus vokesensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus volcanica,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus walshii,NA,NA,NA,NA,5--20,NA,NA
Eucalyptus wandoo,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus wandoo subsp. pulverea,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus wandoo subsp. wandoo,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus websteriana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus wetarensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus whitei,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus wilcoxii,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus williamsiana,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus willisii,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus wimmerensis,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus woodwardii,FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus woollsiana,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus wubinensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus wyolensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus X calycogona x gracilis; White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus X dumosa x socialis; White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus X williamsonii; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus albens X crebra; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus albens x moluccana; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus blakelyi X chloroclada; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus camaldulensis x E. tereticornis; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus conica x E.crebra; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus coolabah x E.populnea; White_2020],FALSE,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus leucoxylon hybrid],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus microcarpa x crebra; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus pauciflora x Eucalyptus radiata],TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus racemosa X haemastoma; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus racemosa X piperita; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus tenera X suggrandis; Clarke_2015],TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus tenera X suggrandis; Gosper_2012],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus tereticornis X robusta; White_2020],NA,NA,NA,NA,5--20,NA,NA
Eucalyptus x [Eucalyptus x abdita; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x angularis; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x apodophylla subsp. provecta; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x bunyip; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x castrensis; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x decipiens subsp. chalara; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x erectifolia; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x goniocalyx subsp. fallax; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x goniocalyx subsp. laxa; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x hawkeri; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x redimiculifera; Nicolle_2006],FALSE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x robertsonii subsp. hemispherica; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x sp. Cattai (Gregson s.n.); Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x viridis var. latiuscula; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x yarriambiack; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x [Eucalyptus x yumbarrana subsp. striata; Nicolle_2006],TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x alpina,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x balanites,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x balanopelex,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x bennettiae,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x beyeri,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x brachyphylla,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x carnabyi,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x chrysantha,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x conjuncta,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x desquamata,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x erythrandra,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x graniticola,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x impensa,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x macmahonii,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus x mundijongensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x oxypoma,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x patentinervis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x phylacis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x solitaris,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x studleyensis,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus x wardii,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus xanthonema,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus xerothermica,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus yalatensis,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus yarraensis,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus yarriambiack,TRUE,NA,NA,NA,5--20,NA,NA
Eucalyptus yilgarnensis,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus youmanii,TRUE,TRUE,NA,NA,NA,NA,NA
Eucalyptus youngiana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus yumbarrana,TRUE,NA,NA,NA,NA,NA,NA
Eucalyptus zopherophloia,TRUE,NA,NA,NA,NA,NA,NA
Euchiton involucratus,FALSE,TRUE,NA,NA,0--1,1,NA
Euchiton japonicus,TRUE,TRUE,NA,NA,0--1,1,NA
Euchiton limosus,TRUE,NA,NA,NA,0--1,NA,NA
Euchiton sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Euchiton sphaericus,FALSE,TRUE,0.5,NA,0--1,NA,NA
Euchiton traversii,TRUE,NA,NA,NA,1--5,NA,NA
Euchiton umbricola,TRUE,FALSE,NA,NA,0--1,NA,NA
Eucryphia lucida,TRUE,FALSE,NA,NA,NA,NA,NA
Eucryphia milliganii,TRUE,NA,NA,NA,NA,NA,NA
Eucryphia moorei,TRUE,NA,NA,NA,5--20,NA,NA
Eucryphia sp. [White_2020],NA,NA,NA,NA,5--20,NA,NA
Eulalia aurea,TRUE,NA,NA,NA,1--5,NA,NA
Eulalia mackinlayi,TRUE,NA,NA,NA,NA,NA,NA
Eulalia sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Euphorbia armstrongiana,FALSE,NA,NA,NA,NA,NA,NA
Euphorbia australis,FALSE,NA,NA,NA,0--1,NA,NA
Euphorbia biconvexa,FALSE,NA,NA,NA,1,NA,NA
Euphorbia bifida,FALSE,NA,NA,NA,NA,NA,NA
Euphorbia centralis,TRUE,NA,NA,NA,1,NA,NA
Euphorbia dallachyana,FALSE,NA,NA,NA,0--1,NA,NA
Euphorbia drummondii,FALSE,TRUE,NA,NA,0--1,NA,NA
Euphorbia hirta,FALSE,NA,NA,NA,NA,NA,NA
Euphorbia inappendiculata var. queenslandica,FALSE,NA,NA,NA,0--1,NA,NA
Euphorbia lathyris,NA,TRUE,NA,NA,NA,NA,NA
Euphorbia maculata,FALSE,NA,NA,NA,NA,0.1744186,NA
Euphorbia muelleri,FALSE,NA,NA,NA,NA,NA,NA
Euphorbia oblongata,FALSE,NA,NA,NA,NA,0.8333333,NA
Euphorbia papillifolia var. polyandra,FALSE,NA,NA,NA,0--1,NA,NA
Euphorbia paralias,TRUE,NA,NA,NA,NA,NA,NA
Euphorbia parvicaruncula,FALSE,NA,NA,NA,0--1,NA,NA
Euphorbia peplus,FALSE,TRUE,NA,NA,NA,0.173076923076923,NA
Euphorbia planitiicola,FALSE,NA,NA,NA,0--1,NA,NA
Euphorbia sarcostemmoides,FALSE,FALSE,NA,NA,4--5,NA,NA
Euphorbia schultzii,FALSE,NA,NA,NA,NA,NA,NA
Euphorbia sp. [White_2020],FALSE,NA,NA,NA,0--1,NA,NA
Euphorbia stevenii,TRUE,NA,NA,NA,0--1,NA,NA
Euphorbia tannensis,TRUE,NA,NA,NA,1,NA,NA
Euphorbia tannensis subsp. eremophila,TRUE,TRUE,NA,NA,1,NA,NA
Euphorbia tannensis subsp. tannensis,TRUE,TRUE,NA,NA,1,NA,NA
Euphorbia terracina,TRUE,TRUE,NA,NA,NA,NA,NA
Euphorbia wheeleri,FALSE,NA,NA,NA,0--1,NA,NA
Euphrasia alsa,FALSE,NA,NA,NA,0--1,NA,NA
Euphrasia bella,FALSE,NA,NA,NA,NA,NA,NA
Euphrasia caudata,FALSE,NA,NA,NA,0--1,NA,NA
Euphrasia collina,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia collina subsp. Mt Wellington (A.C.Beauglehole 41150),TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia collina subsp. collina,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia collina subsp. diversicolor,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia collina subsp. lapidosa,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia collina subsp. muelleri,TRUE,TRUE,NA,NA,1--5,NA,NA
Euphrasia collina subsp. nandewarensis,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia collina subsp. paludosa,TRUE,TRUE,NA,NA,1--5,1,NA
Euphrasia collina subsp. speciosa,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia collina subsp. tetragona,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia collina subsp. trichocalycina,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia crassiuscula,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia crassiuscula subsp. crassiuscula,TRUE,FALSE,NA,NA,1--5,NA,NA
Euphrasia crassiuscula subsp. eglandulosa,TRUE,FALSE,NA,NA,1--5,NA,NA
Euphrasia crassiuscula subsp. glandulifera,TRUE,FALSE,NA,NA,1--5,NA,NA
Euphrasia eichleri,FALSE,FALSE,NA,NA,0--1,NA,NA
Euphrasia gibbsiae subsp. subglabrifolia,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia hookeri,FALSE,NA,NA,NA,NA,NA,NA
Euphrasia lasianthera,TRUE,NA,NA,NA,1--5,NA,NA
Euphrasia orthocheila subsp. peraspera,FALSE,NA,NA,NA,NA,NA,NA
Euphrasia ramulosa,FALSE,NA,NA,NA,NA,NA,NA
Euphrasia scabra,FALSE,FALSE,NA,NA,0--1,NA,NA
Euphrasia sp. [Euphrasia sp. aff. caudata; White_2020],NA,NA,NA,NA,1--5,NA,NA
Euphrasia sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Eupomatia barbata,TRUE,NA,NA,NA,5--10,NA,NA
Eupomatia bennettii,TRUE,FALSE,NA,NA,NA,NA,NA
Eupomatia laurina,TRUE,FALSE,NA,NA,0--5,7,5
Eupomatia sp. [White_2020],NA,NA,NA,NA,1--5,NA,NA
Euroschinus falcata,TRUE,TRUE,NA,NA,NA,NA,NA
Euroschinus falcata var. falcata,TRUE,FALSE,NA,NA,NA,5,NA
Eurychorda complanata,TRUE,TRUE,NA,NA,1--5,NA,NA
Eurychorda sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Euryomyrtus denticulata,TRUE,NA,NA,NA,1--5,NA,NA
Euryomyrtus ramosissima,TRUE,TRUE,NA,NA,1--5,2.693798,NA
Euryomyrtus ramosissima subsp. prostrata,TRUE,NA,NA,NA,1--5,1,NA
Euryomyrtus ramosissima subsp. ramosissima,TRUE,NA,NA,NA,1--5,3,NA
Euryomyrtus sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Eustrephus latifolius,TRUE,TRUE,NA,NA,5--10,NA,0.290697674418605
Eustrephus sp. [White_2020],TRUE,NA,NA,NA,1--5,NA,NA
Eutaxia diffusa,TRUE,NA,NA,NA,5--20,NA,NA
Eutaxia epacridoides,FALSE,NA,2,NA,NA,NA,NA
Eutaxia microphylla,TRUE,TRUE,NA,NA,5--20,NA,NA
Eutaxia myrtifolia,FALSE,NA,2,NA,NA,NA,NA
Eutaxia parvifolia,FALSE,NA,2,NA,NA,NA,NA
Eutaxia sp. [Clarke_2015],FALSE,TRUE,NA,NA,NA,NA,NA
Eutaxia sp. [White_2020],TRUE,NA,NA,NA,5--20,NA,NA
Eutaxia virgata,FALSE,NA,2,NA,NA,NA,NA
Evandra aristata,TRUE,NA,NA,NA,NA,NA,NA
