taxon_name,fire_intensity,fire_severity,fire_season,trait_name,value,aligned_name,source
Lepyrodia fortunata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia fortunata,APC list (accepted)
Lepyrodia glauca,NA,NA,NA,fire_response,resprouts,Lepyrodia glauca,APC list (accepted)
Lepyrodia heleocharoides,NA,NA,NA,fire_response,resprouts,Lepyrodia heleocharoides,APC list (accepted)
Lepyrodia hermaphrodita,NA,NA,NA,fire_response,fire_killed,Lepyrodia hermaphrodita,APC list (accepted)
Lepyrodia hermaphrodita,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia hermaphrodita,APC list (accepted)
Lepyrodia imitans,NA,NA,NA,fire_response,resprouts,Lepyrodia imitans,APC list (accepted)
Lepyrodia leptocaulis,NA,NA,NA,fire_response,resprouts,Lepyrodia leptocaulis,APC list (accepted)
Lepyrodia macra,NA,NA,NA,fire_response,fire_killed,Lepyrodia macra,APC list (accepted)
Lepyrodia macra,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia macra,APC list (accepted)
Lepyrodia monoica,NA,NA,NA,fire_response,fire_killed,Lepyrodia monoica,APC list (accepted)
Lepyrodia monoica,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia monoica,APC list (accepted)
Lepyrodia muelleri,NA,NA,NA,fire_response,resprouts,Lepyrodia muelleri,APC list (accepted)
Lepyrodia muirii,NA,NA,NA,fire_response,resprouts,Lepyrodia muirii,APC list (accepted)
Lepyrodia oligocolea,NA,NA,NA,fire_response,resprouts,Lepyrodia oligocolea,APC list (accepted)
Lepyrodia porterae,NA,NA,NA,fire_response,fire_killed,Lepyrodia porterae,APC list (accepted)
Lepyrodia porterae,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia porterae,APC list (accepted)
Lepyrodia riparia,NA,NA,NA,fire_response,fire_killed,Lepyrodia riparia,APC list (accepted)
Lepyrodia riparia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia riparia,APC list (accepted)
Lepyrodia scariosa,NA,NA,NA,fire_response,resprouts,Lepyrodia scariosa,APC list (accepted)
Lepyrodia valliculae,NA,NA,NA,fire_response,fire_killed,Lepyrodia valliculae,APC list (accepted)
Lepyrodia valliculae,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lepyrodia valliculae,APC list (accepted)
Lepyrodia verruculosa,NA,NA,NA,fire_response,resprouts,Lepyrodia verruculosa,APC list (accepted)
Leucopogon amplexicaulis,NA,NA,NA,fire_response,fire_killed,Leucopogon amplexicaulis,APC list (accepted)
Leucopogon amplexicaulis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment_moderate,Leucopogon amplexicaulis,APC list (accepted)
Leucopogon appressus,NA,NA,NA,fire_response,fire_killed,Leucopogon appressus,APC list (accepted)
Leucopogon appressus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment_moderate,Leucopogon appressus,APC list (accepted)
Leucopogon ericoides,NA,NA,NA,fire_response,fire_killed,Leucopogon ericoides,APC list (accepted)
Leucopogon ericoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leucopogon ericoides,APC list (accepted)
Leucopogon esquamatus,NA,NA,NA,fire_response,fire_killed,Leucopogon esquamatus,APC list (accepted)
Leucopogon esquamatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Leucopogon esquamatus,APC list (accepted)
Leucopogon juniperinus,high,NA,NA,fire_response,fire_killed,Leucopogon juniperinus,APC list (accepted)
Leucopogon muticus,high,NA,NA,fire_response,fire_killed,Leucopogon muticus,APC list (accepted)
Leucopogon muticus,low_to_moderate,NA,NA,fire_response,resprouts,Leucopogon muticus,APC list (accepted)
Leucopogon setiger,NA,NA,NA,fire_response,fire_killed,Leucopogon setiger,APC list (accepted)
Leucopogon setiger,NA,NA,NA,post_fire_recruitment,no_post_fire_recruitment,Leucopogon setiger,APC list (accepted)
Leucopogon virgatus,NA,NA,NA,fire_response,resprouts,Leucopogon virgatus,APC list (accepted)
Leucopogon virgatus,NA,NA,NA,post_fire_recruitment,no_post_fire_recruitment,Leucopogon virgatus,APC list (accepted)
Lobelia dentata,NA,NA,NA,fire_response,resprouts,Lobelia dentata,APC list (accepted)
Lobelia dentata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lobelia dentata,APC list (accepted)
Lobelia rhombifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lobelia rhombifolia,APC list (accepted)
Lobelia simplicicaulis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lobelia simplicicaulis,APC list (accepted)
Lomatia ilicifolia,NA,NA,NA,fire_response,resprouts,Lomatia ilicifolia,APC list (accepted)
Lomatia silaifolia,NA,NA,NA,fire_response,resprouts,Lomatia silaifolia,APC list (accepted)
Lonicera japonica,NA,NA,NA,fire_response,resprouts,Lonicera japonica,APC list (accepted)
Lotus uliginosus,NA,NA,NA,fire_response,resprouts,Lotus uliginosus,APC list (accepted)
Loxocarya cinerea,NA,NA,NA,fire_response,resprouts,Loxocarya cinerea,APC list (accepted)
Loxocarya gigas,NA,NA,NA,fire_response,fire_killed,Loxocarya gigas,APC list (accepted)
Loxocarya gigas,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Loxocarya gigas,APC list (accepted)
Loxocarya magna,NA,NA,NA,fire_response,fire_killed,Loxocarya magna,APC list (accepted)
Loxocarya magna,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Loxocarya magna,APC list (accepted)
Loxocarya striata,NA,NA,NA,fire_response,fire_killed,Loxocarya striata,APC list (accepted)
Loxocarya striata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Loxocarya striata,APC list (accepted)
Loxocarya striata subsp. implexa,NA,NA,NA,fire_response,fire_killed,Loxocarya striata subsp. implexa,APC list (accepted)
Loxocarya striata subsp. implexa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Loxocarya striata subsp. implexa,APC list (accepted)
Loxocarya striata subsp. striata,NA,NA,NA,fire_response,fire_killed,Loxocarya striata subsp. striata,APC list (accepted)
Loxocarya striata subsp. striata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Loxocarya striata subsp. striata,APC list (accepted)
Lycium ferocissimum,NA,NA,NA,fire_response,resprouts,Lycium ferocissimum,APC list (accepted)
Lyginia barbata,NA,NA,NA,fire_response,resprouts,Lyginia barbata,APC list (accepted)
Lyginia excelsa,NA,NA,NA,fire_response,fire_killed,Lyginia excelsa,APC list (accepted)
Lyginia excelsa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Lyginia excelsa,APC list (accepted)
Lyginia imberbis,NA,NA,NA,fire_response,resprouts,Lyginia imberbis,APC list (accepted)
Macarthuria apetala,NA,NA,NA,fire_response,resprouts,Macarthuria apetala,APC list (accepted)
Macarthuria apetala,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Macarthuria apetala,APC list (accepted)
Macarthuria georgeana,NA,NA,NA,fire_response,fire_killed,Macarthuria georgeana,APC list (accepted)
Macarthuria georgeana,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Macarthuria georgeana,APC list (accepted)
Macarthuria vertex,NA,NA,NA,fire_response,resprouts,Macarthuria vertex,APC list (accepted)
Melaleuca armillaris subsp. armillaris,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Melaleuca armillaris subsp. armillaris,APC list (accepted)
Melaleuca lanceolata,NA,NA,NA,fire_response,resprouts,Melaleuca lanceolata,APC list (accepted)
Melaleuca lanceolata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Melaleuca lanceolata,APC list (accepted)
Melaleuca leucadendra,NA,NA,NA,fire_response,resprouts,Melaleuca leucadendra,APC list (accepted)
Melaleuca leucadendra,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Melaleuca leucadendra,APC list (accepted)
Melaleuca linariifolia,NA,NA,NA,fire_response,resprouts,Melaleuca linariifolia,APC list (accepted)
Melaleuca linariifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Melaleuca linariifolia,APC list (accepted)
Melanostachya,NA,NA,NA,fire_response,fire_killed,Melanostachya,APNI names
Melanostachya,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Melanostachya,APNI names
Melanostachya ustulata,NA,NA,NA,fire_response,fire_killed,Melanostachya ustulata,APC list (accepted)
Melanostachya ustulata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Melanostachya ustulata,APC list (accepted)
Melia azedarach,NA,NA,NA,fire_response,resprouts,Melia azedarach,APC list (accepted)
Melichrus procumbens,NA,NA,NA,fire_response,resprouts,Melichrus procumbens,APC list (accepted)
Melichrus urceolatus,NA,NA,NA,fire_response,resprouts,Melichrus urceolatus,APC list (accepted)
Melichrus urceolatus,NA,NA,NA,post_fire_recruitment,no_post_fire_recruitment,Melichrus urceolatus,APC list (accepted)
Melinis repens,NA,NA,NA,fire_response,resprouts,Melinis repens,APC list (accepted)
Microtis rara,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Microtis rara,APNI names
Monotoca elliptica,high,NA,NA,fire_response,fire_killed,Monotoca elliptica,APC list (accepted)
Monotoca elliptica,high,NA,NA,post_fire_recruitment,no_post_fire_recruitment,Monotoca elliptica,APC list (accepted)
Monotoca elliptica,low_to_moderate,NA,NA,fire_response,partial_resprouting,Monotoca elliptica,APC list (accepted)
Monotoca scoparia,NA,NA,NA,fire_response,resprouts,Monotoca scoparia,APC list (accepted)
Monotoca scoparia,NA,NA,NA,post_fire_recruitment,no_post_fire_recruitment,Monotoca scoparia,APC list (accepted)
Monotoca scoparia,NA,NA,NA,reproductive_maturity_secondary_after_fire,1.4,Monotoca scoparia,APC list (accepted)
Moraea flaccida,NA,NA,NA,fire_response,resprouts,Moraea flaccida,APC list (accepted)
Moraea fugax,NA,NA,NA,fire_response,resprouts,Moraea fugax,APC list (accepted)
Moraea lewisiae,NA,NA,NA,fire_response,resprouts,Moraea lewisiae,APC list (accepted)
Moraea miniata,NA,NA,NA,fire_response,resprouts,Moraea miniata,APC list (accepted)
Moraea setifolia,NA,NA,NA,fire_response,resprouts,Moraea setifolia,APC list (accepted)
NA,NA,NA,NA,fire_response,resprouts,NA,NA
NA,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,NA,NA
NA,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,NA,NA
Muehlenbeckia sp. Mt Norman (J.T.Hunter 3847),NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Muehlenbeckia sp. Mt Norman (J.T.Hunter 3847),APC list (accepted)
Muscari comosum,NA,NA,NA,fire_response,resprouts,Muscari comosum,APC list (accepted)
Muscari comosum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Muscari comosum,APC list (accepted)
Narcissus papyraceus,NA,NA,NA,fire_response,resprouts,Narcissus papyraceus,APC list (accepted)
Narcissus tazetta,NA,NA,NA,fire_response,resprouts,Narcissus tazetta,APC list (accepted)
Nicotiana forsteri,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Nicotiana debneyi subsp. debneyi,APC list (known names)
Nicotiana glauca,NA,NA,NA,fire_response,fire_killed,Nicotiana glauca,APC list (accepted)
Nothoscordum borbonicum,NA,NA,NA,fire_response,resprouts,Nothoscordum gracile,APC list (known names)
Olax retusa,NA,NA,NA,fire_response,resprouts,Olax retusa,APC list (accepted)
Olea europaea,NA,NA,NA,fire_response,resprouts,Olea europaea,APC list (accepted)
Olearia rudis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Olearia rudis,APC list (accepted)
Oligochaetochilus frenchii,high,NA,NA,fire_response,fire_killed,Oligochaetochilus frenchii,APNI names
Opuntia stricta,NA,NA,NA,fire_response,resprouts,Opuntia stricta,APC list (accepted)
Orianthera nuda,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Orianthera nuda,APC list (accepted)
Ornithogalum thyrsoides,NA,NA,NA,fire_response,resprouts,Ornithogalum thyrsoides,APC list (accepted)
Orthoceras strictum,NA,NA,summer,fire_response,fire_killed,Orthoceras strictum,APNI names
Oxalis depressa,NA,NA,NA,fire_response,resprouts,Oxalis depressa,APC list (accepted)
Oxalis flava,NA,NA,NA,fire_response,resprouts,Oxalis flava,APC list (accepted)
Oxalis glabra,NA,NA,NA,fire_response,resprouts,Oxalis glabra,APC list (accepted)
Oxalis incarnata,NA,NA,NA,fire_response,resprouts,Oxalis incarnata,APC list (accepted)
Oxalis pes-caprae,NA,NA,NA,fire_response,resprouts,Oxalis pes-caprae,APC list (accepted)
Oxalis purpurea,NA,NA,NA,fire_response,resprouts,Oxalis purpurea,APC list (accepted)
Ozothamnus ferrugineus,NA,NA,NA,fire_response,fire_killed,Ozothamnus ferrugineus,APC list (accepted)
Ozothamnus ferrugineus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Ozothamnus ferrugineus,APC list (accepted)
Ozothamnus thyrsoideus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Ozothamnus thyrsoideus,APC list (accepted)
Pandorea pandorana,NA,NA,NA,fire_response,resprouts,Pandorea pandorana,APC list (accepted)
Parinari nonda,NA,NA,NA,fire_response,resprouts,Parinari nonda,APC list (accepted)
Paspalum dilatatum,NA,NA,NA,fire_response,resprouts,Paspalum dilatatum,APC list (accepted)
Paspalum distichum,NA,NA,NA,fire_response,resprouts,Paspalum distichum,APC list (accepted)
Paspalum urvillei,NA,NA,NA,fire_response,resprouts,Paspalum urvillei,APC list (accepted)
Passiflora herbertiana,NA,NA,NA,fire_response,resprouts,Passiflora herbertiana,APC list (accepted)
Pelargonium inodorum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pelargonium inodorum,APC list (accepted)
Cenchrus clandestinus,NA,NA,NA,fire_response,resprouts,Pennisetum clandestinum,APC list (known names)
Cenchrus purpureus,NA,NA,NA,fire_response,resprouts,Pennisetum purpureum,APC list (known names)
Cenchrus setaceus,NA,NA,NA,fire_response,resprouts,Pennisetum setaceum,APC list (known names)
Cenchrus longisetus,NA,NA,NA,fire_response,resprouts,Pennisetum villosum,APC list (known names)
Pentalepis trichodesmoides subsp. trichodesmoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pentalepis trichodesmoides subsp. trichodesmoides,APC list (accepted)
Persoonia saccata,NA,NA,NA,fire_response,resprouts,Persoonia saccata,APC list (accepted)
Petrophile canescens,NA,NA,NA,fire_response,resprouts,Petrophile canescens,APC list (accepted)
Petrophile linearis,NA,NA,NA,fire_response,resprouts,Petrophile linearis,APC list (accepted)
Petrophile multisecta,NA,NA,NA,fire_response,resprouts,Petrophile multisecta,APC list (accepted)
Petrophile shirleyae,NA,NA,NA,fire_response,resprouts,Petrophile shirleyae,APC list (accepted)
Phragmites australis,NA,NA,NA,fire_response,resprouts,Phragmites australis,APC list (accepted)
Phyllanthus gunnii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Phyllanthus gunnii,APC list (accepted)
Phylloglossum drummondii,NA,NA,NA,fire_response,resprouts,Phylloglossum drummondii,APC list (accepted)
Phylloglossum drummondii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Phylloglossum drummondii,APC list (accepted)
Phytolacca octandra,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Phytolacca octandra,APC list (accepted)
Hybanthus floribundus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pigea floribunda,APC list (known names)
Pimelea curviflora subsp. fusiformis,NA,NA,NA,fire_response,fire_killed,Pimelea curviflora subsp. fusiformis,APNI names
Pimelea curviflora subsp. fusiformis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pimelea curviflora subsp. fusiformis,APNI names
Pimelea curviflora var. gracilis,NA,NA,NA,fire_response,fire_killed,Pimelea curviflora var. gracilis,APC list (accepted)
Pimelea curviflora var. gracilis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pimelea curviflora var. gracilis,APC list (accepted)
Pimelea curviflora subsp. planiticola,NA,NA,NA,fire_response,fire_killed,Pimelea curviflora subsp. planiticola,APNI names
Pimelea curviflora subsp. planiticola,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pimelea curviflora subsp. planiticola,APNI names
Pimelea curviflora var. sericea,NA,NA,NA,fire_response,resprouts,Pimelea curviflora var. sericea,APC list (accepted)
Pinus pinaster,low_to_moderate,NA,NA,fire_response,no_significant_fire_response,Pinus pinaster,APC list (accepted)
Pinus pinaster,high,NA,NA,fire_response,fire_killed,Pinus pinaster,APC list (accepted)
Pinus pinaster,high,NA,NA,post_fire_recruitment,post_fire_recruitment,Pinus pinaster,APC list (accepted)
Pinus radiata,low_to_moderate,NA,NA,fire_response,no_significant_fire_response,Pinus radiata,APC list (accepted)
Pinus radiata,high,NA,NA,fire_response,fire_killed,Pinus radiata,APC list (accepted)
Pinus radiata,high,NA,NA,post_fire_recruitment,post_fire_recruitment,Pinus radiata,APC list (accepted)
Pittosporum undulatum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pittosporum undulatum,APC list (accepted)
Pittosporum undulatum,NA,NA,NA,fire_response,fire_killed,Pittosporum undulatum,APC list (accepted)
Pittosporum undulatum,NA,NA,NA,post_fire_recruitment,no_post_fire_recruitment,Pittosporum undulatum,APC list (accepted)
Pittosporum undulatum,NA,NA,NA,fire_response,resprouts,Pittosporum undulatum,APC list (accepted)
Plantago lanceolata,NA,NA,NA,fire_response,resprouts,Plantago lanceolata,APC list (accepted)
Platychorda,NA,NA,NA,fire_response,fire_killed,Platychorda,APNI names
Platychorda applanata,NA,NA,NA,fire_response,fire_killed,Platychorda applanata,APC list (accepted)
Platychorda rivalis,NA,NA,NA,fire_response,fire_killed,Platychorda rivalis,APC list (accepted)
Platysace heterophylla var. heterophylla,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Platysace heterophylla var. heterophylla,APC list (accepted)
Podolepis tepperi,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Podolepis tepperi,APC list (accepted)
Polygala myrtifolia,NA,NA,NA,fire_response,fire_killed,Polygala myrtifolia,APC list (accepted)
Polygala myrtifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Polygala myrtifolia,APC list (accepted)
Polygala myrtifolia,NA,NA,NA,fire_response,fire_killed,Polygala myrtifolia,APC list (accepted)
Polygala myrtifolia,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Polygala myrtifolia,APC list (accepted)
Poranthera corymbosa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Poranthera corymbosa,APC list (accepted)
Poranthera leiosperma,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Poranthera leiosperma,APC list (accepted)
Prasophyllum suttonii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Prasophyllum suttonii,APNI names
Psoralea pinnata,NA,NA,NA,fire_response,fire_killed,Psoralea pinnata,APC list (accepted)
Psoralea pinnata,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Psoralea pinnata,APC list (accepted)
Pteridium esculentum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Pteridium esculentum subsp. esculentum,APC list (known names)
Radyera farragei,NA,NA,NA,fire_response,fire_killed,Radyera farragei,APC list (accepted)
Radyera farragei,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Radyera farragei,APC list (accepted)
Retama raetam,NA,high,NA,fire_response,fire_killed,Retama raetam,APC list (accepted)
Retama raetam,NA,high,NA,post_fire_recruitment,post_fire_recruitment,Retama raetam,APC list (accepted)
Retama raetam,NA,low_to_moderate,NA,fire_response,resprouts,Retama raetam,APC list (accepted)
Rhamnus alaternus,NA,NA,NA,fire_response,resprouts,Rhamnus alaternus,APC list (accepted)
Rhizanthella slateri,NA,NA,NA,fire_response,resprouts,Rhizanthella slateri,APC list (accepted)
Ricinus communis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Ricinus communis,APC list (accepted)
Robinia pseudoacacia,NA,NA,NA,fire_response,resprouts,Robinia pseudoacacia,APC list (accepted)
Romulea flava,NA,NA,NA,fire_response,resprouts,Romulea flava,APC list (accepted)
Romulea obscura,NA,NA,NA,fire_response,resprouts,Romulea obscura,APC list (accepted)
Romulea rosea,NA,NA,NA,fire_response,resprouts,Romulea rosea,APC list (accepted)
Rubus anglocandicans,low_to_moderate,NA,NA,fire_response,resprouts,Rubus anglocandicans,APC list (accepted)
Rubus anglocandicans,high,NA,NA,fire_response,resprouts,Rubus anglocandicans,APC list (accepted)
Rubus ulmifolius,NA,NA,NA,fire_response,resprouts,Rubus ulmifolius,APC list (accepted)
Rumex brownii,NA,NA,NA,fire_response,resprouts,Rumex brownii,APC list (accepted)
Salix babylonica,NA,NA,NA,fire_response,fire_killed,Salix babylonica,APC list (accepted)
Salix cinerea,NA,NA,NA,fire_response,fire_killed,Salix cinerea,APC list (accepted)
Sarracenia leucophylla,NA,NA,NA,fire_response,resprouts,Sarracenia leucophylla,APC list (accepted)
Scaevola depauperata,NA,NA,NA,fire_response,resprouts,Scaevola depauperata,APC list (accepted)
Schinus terebinthifolia,NA,NA,NA,fire_response,resprouts,Schinus terebinthifolius,APC list (known names)
Senecio glastifolius,NA,NA,NA,fire_response,fire_killed,Senecio glastifolius,APC list (accepted)
Senecio glastifolius,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio glastifolius,APC list (accepted)
Senecio gregorii,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio gregorii,APC list (accepted)
Senecio hispidulus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio hispidulus,APC list (accepted)
Senecio linearifolius,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio linearifolius,APC list (accepted)
Senecio minimus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio minimus,APC list (accepted)
Senecio pilosicristus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio pilosicristus,APC list (accepted)
Senecio pterophorus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio pterophorus,APC list (accepted)
Senecio quadridentatus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senecio quadridentatus,APC list (accepted)
Senna curvistyla,NA,NA,NA,fire_response,resprouts,Senna curvistyla,APC list (accepted)
Senna pleurocarpa,NA,NA,NA,fire_response,resprouts,Senna pleurocarpa,APC list (accepted)
Senna pleurocarpa,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Senna pleurocarpa,APC list (accepted)
Sicyos australis,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Sicyos australis,APC list (accepted)
NA,NA,NA,NA,fire_response,resprouts,NA,NA
Solanum celatum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum celatum,APC list (accepted)
Solanum cinereum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum cinereum,APC list (accepted)
Solanum laciniatum,NA,NA,NA,fire_response,fire_killed,Solanum laciniatum,APC list (accepted)
Solanum laciniatum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum laciniatum,APC list (accepted)
Solanum linearifolium,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum linearifolium,APC list (accepted)
Solanum simile,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum simile,APC list (accepted)
Solanum simile,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Solanum simile,APC list (accepted)
Sorghum halepense,NA,NA,NA,fire_response,resprouts,Sorghum halepense,APC list (accepted)
Sparaxis bulbifera,NA,NA,NA,fire_response,resprouts,Sparaxis bulbifera,APC list (accepted)
Sparaxis pillansii,NA,NA,NA,fire_response,resprouts,Sparaxis pillansii,APC list (accepted)
Spinifex sericeus,NA,NA,NA,fire_response,resprouts,Spinifex sericeus,APC list (accepted)
Sporadanthus caudatus,NA,NA,NA,fire_response,resprouts,Sporadanthus caudatus,APC list (accepted)
Sporadanthus gracilis,NA,NA,NA,fire_response,resprouts,Sporadanthus gracilis,APC list (accepted)
Sporadanthus interruptus,NA,NA,NA,fire_response,resprouts,Sporadanthus interruptus,APC list (accepted)
Sporadanthus rivularis,NA,NA,NA,fire_response,resprouts,Sporadanthus rivularis,APC list (accepted)
Sporadanthus strictus,NA,NA,NA,fire_response,fire_killed,Sporadanthus strictus,APC list (accepted)
Sporadanthus strictus,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Sporadanthus strictus,APC list (accepted)
Sporadanthus tasmanicus,NA,NA,NA,fire_response,resprouts,Sporadanthus tasmanicus,APC list (accepted)
Sporobolus africanus,NA,NA,NA,fire_response,resprouts,Sporobolus africanus,APC list (accepted)
Sprengelia incarnata,high,NA,NA,fire_response,fire_killed,Sprengelia incarnata,APC list (accepted)
Sprengelia incarnata,high,NA,NA,post_fire_recruitment,post_fire_recruitment,Sprengelia incarnata,APC list (accepted)
Stenanthemum leucophractum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Stenanthemum leucophractum,APC list (accepted)
Stenanthemum notiale subsp. notiale,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Stenanthemum notiale subsp. notiale,APC list (accepted)
Stenotaphrum secundatum,NA,NA,NA,fire_response,resprouts,Stenotaphrum secundatum,APC list (accepted)
Stirlingia abrotanoides,NA,NA,NA,fire_response,resprouts,Stirlingia abrotanoides,APC list (accepted)
Stirlingia tenuifolia,NA,NA,NA,fire_response,fire_killed,Stirlingia tenuifolia,APC list (accepted)
Styphelia longifolia,NA,NA,NA,fire_response,fire_killed,Styphelia longifolia,APC list (accepted)
Styphelia longifolia,NA,NA,NA,reproductive_maturity,4,Styphelia longifolia,APC list (accepted)
Styphelia triflora,NA,NA,NA,fire_response,fire_killed,Styphelia triflora,APC list (accepted)
Styphelia triflora,NA,NA,NA,post_fire_recruitment,post_fire_recruitment_moderate,Styphelia triflora,APC list (accepted)
Styphelia tubiflora,low_to_moderate,NA,NA,fire_response,fire_killed,Styphelia tubiflora,APC list (accepted)
Styphelia tubiflora,low_to_moderate,NA,NA,post_fire_recruitment,post_fire_recruitment,Styphelia tubiflora,APC list (accepted)
Swainsona colutoides,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Swainsona colutoides,APC list (accepted)
Swainsona pyrophila,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Swainsona pyrophila,APC list (accepted)
Swainsona pyrophila,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Swainsona pyrophila,APC list (accepted)
Synaphea polymorpha,NA,NA,NA,fire_response,resprouts,Synaphea polymorpha,APC list (accepted)
Synaphea spinulosa subsp. spinulosa,NA,NA,NA,fire_response,resprouts,Synaphea spinulosa subsp. spinulosa,APC list (accepted)
Tamarix aphylla,NA,NA,NA,fire_response,resprouts,Tamarix aphylla,APC list (accepted)
Taraxis,NA,NA,NA,fire_response,resprouts,Taraxis,APNI names
Taraxis grossa,NA,NA,NA,fire_response,resprouts,Taraxis grossa,APC list (accepted)
Tersonia cyathiflora,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tersonia brevipes,APC list (known names)
Tetrarrhena juncea,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Tetrarrhena juncea,APC list (accepted)
Tetrarrhena turfosa,NA,NA,NA,fire_response,resprouts,Tetrarrhena turfosa,APC list (accepted)
Teucrium thieleanum,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Teucrium thieleanum,APC list (accepted)
NA,NA,NA,NA,fire_response,fire_killed resprouts,NA,NA
Thynninorchis huntianus,high,NA,NA,fire_response,fire_killed,Thynninorchis huntianus,APNI names
Trachymene composita var. composita,NA,NA,NA,post_fire_recruitment,post_fire_recruitment,Trachymene composita var. composita,APC list (accepted)
Trachymene pyrophila,NA,NA,NA,fire_response,fire_killed,Trachymene pyrophila,APC list (accepted)
